fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
-0.593879,0.191229,-1.257966,1.024901,-0.742322,-1.158285,0.80066,-1.405947,-0.61415,-1.165609,-1.217783,Very Good
-0.335841,-1.791533,-1.265859,-0.883976,-0.449971,1.188364,0.80066,-0.835353,-0.998282,-0.563927,-0.705075,Very Good
-1.426595,-1.897284,-1.208996,1.608254,-0.848575,0.01944,-0.211535,-0.767204,-1.462579,-1.494804,-2.260999,Very Good
-0.936727,-0.739768,-1.1833,1.022459,-1.379807,-0.138673,0.80066,-1.518997,-0.012682,-1.344604,-0.260829,Very Good
0.689475,1.11104,1.280207,-0.564215,0.492367,0.901057,0.80066,-0.065541,1.417729,0.297725,-0.038538,Bad
1.393369,0.394851,0.82147,0.433546,0.54641,1.565698,0.80066,1.767385,2.234124,1.056817,0.434986,Very Bad
2.285956,0.15693,1.33708,0.733743,0.52065,0.499419,-1.483484,1.449686,0.584314,1.619549,1.226631,Very Bad
-0.005658,0.324143,-0.493905,0.813074,0.25808,1.565698,-0.140575,-0.008379,0.228534,0.076761,-0.991252,Fair
-1.275071,-0.988893,-1.444038,0.814809,-1.587715,0.5118,0.80066,-1.071395,-0.110251,-1.339923,-0.997615,Very Good
0.906819,1.182582,-0.359133,0.145875,0.711281,0.514463,0.80066,0.224543,-1.002515,0.136069,0.16532,Fair
-1.560506,-1.167537,-0.907191,-1.339752,-0.427928,1.565698,0.80066,-0.70539,0.058249,-1.466635,-1.322416,Very Good
0.177455,-0.972451,-0.540169,0.413958,-0.66969,-0.735559,0.80066,-0.098692,-0.73319,-0.894513,-0.850656,Very Good
-0.713364,-1.590441,-1.165247,-0.523855,-0.358202,0.448177,-0.002663,-0.976474,-0.84155,-1.159137,-0.806824,Very Good
-0.003629,-0.370218,-1.472745,-1.440598,-1.15691,-1.533637,-0.568592,-0.658608,-1.316779,-1.757124,-0.284625,Very Good
0.799299,-1.942712,-1.540063,0.211339,-0.42966,-0.869273,-1.626443,-0.475563,-1.186508,-2.04508,-0.964201,Very Good
-0.514961,-1.587756,-1.233618,-1.093704,-0.353996,-0.259319,0.80066,-0.472369,-0.551077,-0.966849,-1.909961,Very Good
0.83433,-0.492581,-0.968363,-0.805937,-0.926462,1.565698,-1.460421,0.037763,-1.874064,-1.2797,-1.384037,Very Good
0.881499,-0.002267,0.245767,0.092705,0.161931,0.012193,-0.564742,0.48282,0.764746,0.864555,0.133271,Bad
-1.690732,1.138761,1.775966,-1.440598,1.35462,-1.565136,0.80066,0.589665,1.031245,1.357373,0.170827,Very Bad
-1.192606,-0.633922,-0.268041,-0.150295,0.286387,1.565698,0.80066,-1.233358,-1.804814,-1.380337,-0.88308,Very Good
-1.421097,-0.199126,0.091683,-0.588838,-0.125876,-0.973827,0.80066,0.453575,-0.747446,0.66163,-0.036985,Fair
1.829572,-1.917325,-0.797615,-1.295901,-1.503137,1.180974,-0.155489,-1.023501,-1.1639,-1.037268,-0.94177,Very Good
-0.34213,-0.842309,-1.396002,-0.272178,-0.239113,0.679874,0.80066,0.607973,-2.139955,-0.80703,-1.513605,Very Good
1.502217,-1.485587,-1.012117,-1.440598,-1.087073,-0.544589,0.80066,-0.958267,-1.400359,-1.584435,-0.724209,Very Good
-1.914669,-1.449022,-0.990333,-0.232076,-0.187084,-0.372668,0.80066,-1.623273,-1.160028,-1.506054,0.091123,Very Good
-0.718806,-0.98675,-0.205914,0.412908,0.7953,1.565698,0.80066,-0.26487,-1.230148,-0.935716,-0.235629,Good
0.527727,-0.501494,-1.259575,0.11188,-1.850314,-0.937997,-1.336106,0.560509,-0.53255,-1.342406,0.53938,Good
-0.01501,-1.323582,-0.736324,0.549486,-1.115631,-0.492099,0.80066,-1.531916,-2.123904,-1.312078,-0.726116,Very Good
0.95381,1.813043,2.029999,1.405529,0.606455,-0.970831,-1.511276,0.398734,1.678251,1.073971,0.575839,Very Bad
-1.497775,-0.622856,-1.707372,-0.429704,-1.590339,0.678042,-0.405673,-1.099436,-0.988394,-1.766765,-0.278946,Very Good
1.146286,-1.000551,-1.080586,1.039578,-2.380955,0.582892,-1.93041,-1.420147,-1.217198,-1.545701,-2.109894,Very Good
0.714966,-1.110298,0.116586,-0.110769,-1.179207,1.226699,0.80066,-0.91992,-0.402376,-0.166344,-0.308465,Fair
-0.105983,-1.436705,-0.944742,-1.110275,-0.646937,-0.72117,-1.372193,-2.042055,-0.53723,-0.923919,-0.986434,Very Good
-0.830287,-0.239695,-1.084321,-0.529247,-0.898486,0.981182,0.80066,-0.302243,0.150497,-0.565726,-0.030319,Good
0.16456,-1.245368,-1.318976,0.110079,-1.430359,1.565698,-1.890426,-0.47052,-0.968876,-1.236514,0.174449,Very Good
0.102863,1.431569,1.713405,1.229131,1.040297,-1.003008,-1.874293,0.506923,0.394884,1.377435,1.444585,Very Bad
-1.322857,1.678734,2.088496,0.042293,0.282593,0.514968,-1.96006,0.934772,0.864482,0.797674,1.539712,Very Bad
-0.34263,-0.939109,-0.196964,-1.043933,-0.369474,-0.07201,0.037333,-0.841672,-1.196764,-1.403251,-0.143748,Very Good
-0.040253,0.563788,0.404949,1.410309,-0.352589,1.565698,0.020533,-0.776733,-0.05283,0.16277,0.751069,Fair
1.351238,0.719221,1.354099,-1.440598,1.779845,1.565698,0.80066,1.084582,0.05181,0.006346,-0.652966,Bad
-2.062814,-0.816907,-0.011961,-0.926061,-0.457916,-0.876982,0.80066,-0.326709,-1.146899,-0.893765,1.158033,Good
0.176935,0.080823,-0.197897,0.841918,-0.837201,0.267413,0.278773,-0.120701,-0.285305,-0.660137,0.611886,Good
-1.388647,-0.844039,-1.274087,1.768546,-1.123308,-0.825247,0.80066,-0.022794,-0.66557,-0.875529,-0.360607,Good
0.688045,0.551239,1.215505,0.635944,2.16359,0.979277,-1.075576,2.659087,1.245906,1.819672,1.485334,Very Bad
0.116372,-0.659051,-0.462964,0.07129,0.146744,0.76208,0.80066,-1.200595,-0.028502,-0.278493,-1.405454,Good
-0.353124,-0.966936,-0.418826,-0.576512,-1.115025,-0.568925,-1.992296,-1.103076,-0.816418,-0.731151,-0.773484,Good
0.808805,-0.887088,-1.312338,0.47089,-0.319934,-0.377344,0.80066,0.67532,-0.977927,-0.711711,-0.535959,Good
-1.475553,-1.880057,-1.330149,-0.085017,-2.862995,1.282059,0.80066,-0.507286,-1.347436,-1.211101,-1.23615,Very Good
0.929826,-1.566989,-1.034174,-1.132825,-1.772941,-1.160833,0.80066,-0.923015,-0.006637,-1.765769,-0.32757,Very Good
-0.860704,0.544067,-0.699875,-0.582204,-1.089631,1.565698,0.80066,-0.828258,-0.584774,-0.601213,-0.314451,Good
-2.062814,-1.632198,-1.424892,-1.107785,-1.692046,-0.548832,0.80066,-1.119222,-1.858004,-1.269754,-1.565033,Very Good
-0.42645,-0.474882,-0.811037,-0.137228,0.409206,-1.113869,0.80066,-0.631468,0.242344,-0.853768,-1.361235,Good
-1.820745,0.668953,1.224379,0.324479,-0.620928,0.186262,-2.002647,-0.048193,0.19268,1.41167,-0.645422,Very Bad
-0.074927,-0.74547,-0.975981,1.55219,-1.897945,1.334641,0.409058,-0.295192,-0.861868,-1.269699,-0.382369,Very Good
-0.478859,-1.13438,-0.939558,-0.904558,-0.35026,1.565698,-1.365873,-1.873887,-0.718327,-0.232342,-0.597588,Good
1.290292,-1.380214,-0.596826,-0.264216,-0.535853,-0.158911,-1.340379,-1.075624,-1.282052,-0.8403,0.230832,Good
0.529015,-0.295002,0.173933,1.180603,-0.716909,1.565698,-0.370491,-0.77999,-0.483179,-0.276812,1.986778,Good
-1.676949,-1.16166,-0.894599,1.764996,0.412381,1.565698,0.80066,0.51195,-1.928842,-1.274121,-1.572888,Very Good
-0.924582,-0.571301,-0.387626,0.449901,0.163079,-1.264673,0.530146,-0.550216,-1.696589,-0.67783,-0.155386,Good
0.737015,2.14967,1.405945,-0.15142,1.608467,1.565698,-1.675706,1.201281,0.938008,1.315535,1.864528,Very Bad
0.760436,0.125312,-0.614835,-0.767088,-0.308402,0.5916,0.80066,-1.094832,0.978134,-0.479821,-1.098467,Good
1.26579,-0.548856,-0.77045,-1.440598,-1.035018,-0.70328,-0.51264,0.104927,-1.06184,-1.527289,-0.71262,Good
1.309243,-0.347515,-0.775759,-1.186314,-0.709322,1.377391,0.80066,1.562902,-1.630125,-0.384534,-0.053647,Good
-0.225211,-0.344799,-0.336315,-0.040807,0.321946,0.881947,0.80066,-0.140835,0.570485,-0.289162,1.605373,Good
0.068128,-1.000937,-1.89913,-0.503071,-0.390079,-1.174022,-0.419309,-1.188138,-1.012669,-1.637457,-0.083623,Very Good
1.235944,-0.337034,-1.126194,0.522113,-0.758296,-1.025497,-0.325939,-1.887923,0.410864,-0.219665,-0.929458,Good
-0.571562,-1.575191,-0.827492,-0.449504,-0.881859,-0.753312,0.467792,-0.49864,-2.195361,-1.448041,-1.689172,Very Good
0.400112,-0.498721,-0.557618,-0.895135,-0.12651,1.565698,-0.321491,-1.176813,-0.032963,-0.655389,-0.502776,Good
-0.724365,-1.330433,-0.848335,0.092278,-1.071443,0.557399,0.80066,-1.494332,-0.897406,-0.820069,-2.202679,Very Good
-0.736095,-0.635017,-0.652345,2.567931,-0.767645,-0.571293,0.80066,0.155306,-0.575479,-0.236634,-0.593177,Good
0.089943,0.658795,0.289784,-0.335396,0.618884,0.848092,0.80066,0.160788,0.668037,0.689675,0.627178,Bad
-0.953345,-0.502206,-0.831349,-0.014787,-1.890856,-0.198188,0.79032,-0.555993,-0.619337,-0.673008,-0.717812,Good
-0.233215,-0.378728,-0.638837,0.72222,-0.140318,0.364969,0.80066,0.033067,-1.629997,-0.54386,-1.628434,Good
-0.832245,0.888013,0.733426,-0.636689,-0.350712,-0.315266,-1.757575,0.011841,0.781325,0.603254,0.730406,Bad
-0.5467,-0.863931,-1.114121,1.095488,-0.620302,-0.333336,-0.633223,-1.88514,-0.366309,-1.35361,-1.628841,Very Good
0.845816,1.772168,1.029979,-1.440598,2.575715,-0.890862,0.038804,1.317643,0.408499,1.120066,0.878351,Very Bad
-0.631176,-1.119338,-0.156534,-0.672837,-0.912955,0.869988,0.80066,0.037396,0.650562,-1.10198,-0.866104,Good
0.073292,-1.280174,0.105744,-0.540197,-1.128485,0.181556,0.80066,-0.890102,0.497818,-0.464865,0.542994,Good
0.014847,-0.568684,-0.219184,0.119965,-0.433255,-1.292951,0.80066,-0.910225,0.626063,-0.966281,-1.002397,Good
0.265669,-0.400543,-0.113884,-1.440598,-1.146806,1.31058,-1.793421,-1.248392,0.19667,-0.636421,0.72567,Good
-0.378762,-0.26761,-0.561738,1.245088,0.186672,-0.57515,0.80066,0.00118,-0.662373,-0.829269,-0.405322,Good
0.873595,-0.809382,-0.540822,0.343152,-0.13868,1.565698,0.80066,0.832494,-0.47551,-0.460897,-0.0155,Good
-2.062814,-0.594789,-0.549418,1.101945,-0.803234,0.799927,-1.212942,0.168673,-0.176675,-0.494465,-0.462676,Good
2.285956,1.457588,0.642441,1.877418,0.96266,1.565698,0.80066,0.927492,0.544903,1.45007,0.251521,Very Bad
-0.912555,-1.040703,0.054613,-1.027336,-1.192932,-0.689718,-0.368752,0.009167,-1.499211,-1.108821,-0.30262,Good
0.045022,-1.259674,-0.761059,-1.440598,-0.557673,-1.34027,-0.846294,-1.537186,-0.082928,-1.639434,-1.079214,Very Good
-1.17931,-1.199574,-0.521147,1.1001,0.587566,0.687295,0.80066,-0.227952,0.065982,0.035394,-0.245722,Good
0.514744,-1.028522,-1.082912,-0.540048,-1.153841,1.487657,0.80066,-1.22375,0.446422,-0.642006,-0.138424,Good
0.076855,-0.53842,-1.007574,-1.333333,-1.490441,-1.037299,-1.475528,-0.577395,-0.75113,-1.027271,0.922205,Good
-0.713916,0.112455,-0.662928,0.555702,-0.865105,-0.603662,-1.341829,0.252002,-2.028937,-0.927582,-0.109762,Good
1.162203,-0.577712,-0.481085,2.522488,-1.166724,1.060278,0.80066,0.074496,-0.583759,-0.718553,0.191692,Good
-0.374493,-0.831787,-0.341648,-0.210254,-1.315542,-0.558215,0.80066,-0.093309,-0.168674,-1.135596,0.164622,Good
0.385192,-0.119947,-0.364003,0.843121,-1.407211,0.254638,-1.239007,-0.18432,-1.059524,-0.834629,-0.645695,Good
-1.10321,-0.998084,-0.486807,-1.29785,-0.698477,-0.808449,0.80066,-0.991358,-1.122186,-0.902678,0.205669,Good
0.325639,1.665221,0.970128,-1.440598,0.683741,0.857927,-0.278472,1.075285,0.362863,1.433567,0.744335,Very Bad
1.921826,-0.430467,-0.696226,0.938588,-0.349261,1.565698,-1.817406,0.059467,0.110453,-1.15235,-0.667991,Good
1.004062,-0.550933,-1.245053,0.562451,-1.172416,-1.130939,0.80066,-0.656313,-0.224434,-0.668565,-1.280645,Good
0.300588,-1.678914,-0.581312,-0.655587,-1.364661,-1.193898,0.80066,-0.633086,-1.532954,-0.664082,0.037061,Good
-0.72422,-1.035774,-1.229478,1.756042,-0.516439,-0.030544,-0.65396,-0.810492,-0.826091,-0.347334,-1.006387,Good
-0.012821,-0.932817,-0.63043,-1.440598,-1.191663,-0.916508,0.80066,-0.683072,-1.289958,-0.891037,0.058833,Good
0.225331,-0.383133,-0.096107,-1.418343,0.053017,-0.733183,0.132952,-1.027063,-1.282878,-0.807606,-0.341956,Good
0.277257,-0.388243,-1.228913,-0.733103,-1.730936,-0.780639,-0.339344,-0.474294,-0.581596,-0.769302,-0.742424,Good
-1.428003,-0.889029,-1.047737,-0.600187,-2.513817,0.380041,-1.541417,-1.18726,-2.185895,-1.404552,-1.545411,Very Good
0.646841,-0.384673,-0.80417,1.452506,-0.988597,0.741394,-0.17562,-1.012805,1.124493,-0.66242,0.940783,Fair
-1.463429,-1.712449,-0.566962,-0.22742,-1.373913,-0.985108,0.360278,0.839356,-0.500978,-1.038991,-0.938574,Very Good
1.525579,-0.688907,-0.026945,-0.227961,-0.174972,1.178406,0.80066,-0.71656,-0.661782,-0.057205,1.269479,Fair
-1.07315,-0.254735,-1.260464,-1.440598,-0.455017,-0.100047,0.80066,-0.587286,0.031016,-0.270176,-1.060007,Good
0.616756,1.146362,1.717709,1.37024,0.541854,-1.070727,0.80066,1.020642,2.259091,1.139068,1.984407,Very Bad
1.060815,-0.669764,-0.752222,-1.403885,-0.950125,0.501311,0.80066,-0.844949,0.302152,-1.055791,-0.262087,Good
-0.461481,-0.671941,-0.413869,-1.440598,0.440546,-0.136861,0.80066,-0.560902,0.373994,-1.327245,0.230417,Good
0.441627,0.915236,0.281369,-0.417895,1.407696,-0.536567,0.80066,-0.059513,0.21106,0.419652,-0.578103,Bad
1.525544,-1.025842,-0.224454,0.012716,-0.110417,0.265709,0.80066,0.010078,0.200926,-0.667428,-1.457934,Good
0.332991,-0.88025,-1.06703,-0.940083,-0.494739,1.565698,0.80066,-0.491838,0.442126,-0.364982,-0.373979,Good
0.497735,1.709603,1.18067,0.827447,0.875881,-1.064682,-0.928241,1.472145,0.529043,1.506608,0.275289,Very Bad
-1.966902,-0.77348,-0.745956,-0.496651,-1.219014,0.043654,0.80066,0.529854,0.176142,-0.448239,0.707611,Good
-1.025991,0.072361,-0.022374,1.072812,0.384465,1.52245,0.611248,-0.208857,0.284874,0.075809,0.284033,Fair
0.766416,-0.243037,-0.710663,0.230185,-1.134081,1.565698,-1.84124,0.069902,-0.536824,-1.054511,-0.949026,Good
0.586312,0.029641,0.484764,1.943709,-0.836277,-1.511304,0.80066,1.075985,-0.956479,-0.610312,-0.821938,Fair
0.562489,-1.893351,-2.236817,-0.737882,-1.960156,0.391863,0.80066,-1.052497,-1.093957,-0.898459,-1.281136,Very Good
0.242016,-0.641227,-0.497238,0.675763,-0.548776,-0.323296,0.786695,-0.498268,-2.491137,-0.84869,-1.423854,Very Good
1.207857,0.016437,-1.011034,-1.440598,-0.562208,-1.112168,0.244897,-0.815029,-1.0175,-1.058908,0.089043,Good
-0.366316,-1.09255,-1.023614,3.033704,-0.307974,1.565698,0.80066,0.353632,-0.833987,-0.697716,-0.544279,Good
-0.020518,-1.0323,0.32974,0.642489,-0.741169,-1.252499,-1.691558,-0.84151,-1.278345,-1.005966,0.603282,Good
-1.328621,-1.403736,-0.805749,-0.635627,-2.164941,-0.86625,0.80066,-0.486922,-1.398366,-1.176741,-0.387912,Very Good
-1.585597,-0.889557,-0.986753,-0.505882,-0.717494,0.14569,-1.365037,-0.294573,-0.572897,-1.532831,-1.654228,Very Good
-1.922769,-1.137585,-0.950418,-0.414741,-0.626149,-0.2804,0.80066,-1.299993,-0.614413,-0.966039,-0.857792,Good
-0.75192,0.324901,0.473306,1.852577,0.517696,0.412114,0.80066,-0.474812,-0.247098,0.134365,-0.638939,Fair
1.892266,0.590545,1.157095,1.114468,0.909656,0.395837,-1.447943,-0.00968,0.410316,0.742823,-0.432195,Bad
-1.182922,1.63552,1.420891,-0.416367,1.407865,0.280108,0.80066,1.724319,1.633751,1.394089,-0.611229,Very Bad
-0.345982,-0.169566,-0.881985,-1.440598,-0.343002,0.849409,0.80066,-1.292881,0.018708,-1.349021,0.236659,Good
-1.63868,-0.668498,-0.645649,1.258602,-0.434595,-0.021915,-1.842497,-0.262875,-0.677528,-0.645405,0.666894,Good
-0.224776,0.665113,1.341728,0.896664,1.50589,-1.101574,0.80066,1.496509,1.722133,1.306764,0.145236,Very Bad
0.106934,-0.32245,-0.469143,0.486941,-0.324235,1.28894,-0.233889,-0.352224,-0.645992,-0.917341,-1.257274,Good
-1.020663,-1.028092,-0.82708,-0.230368,-0.178697,-1.580805,-0.602286,0.397222,0.124591,-0.658866,0.055548,Good
0.969357,-0.516966,-0.66884,-0.666102,-0.795807,0.021973,-1.194694,-1.831961,-0.669879,-0.90931,-0.943788,Good
1.626405,0.673881,0.781947,1.630904,-0.047767,-1.145384,0.80066,0.435922,-0.28653,0.190334,0.994767,Fair
-2.062814,-0.610918,-1.096146,1.856242,1.010277,-1.021827,0.696389,-0.624163,-1.294507,-0.803747,-1.120796,Good
-0.622714,-0.209583,0.284799,0.599614,0.773359,0.569572,-1.683455,-1.046636,0.244423,0.456428,-1.633867,Fair
-0.164935,-0.947407,-1.244881,1.041849,-0.659436,0.436367,-1.400529,-1.249212,-0.643583,-0.524424,-0.642052,Good
1.497065,1.477882,0.420963,0.211386,1.214174,1.565698,-1.743371,1.588664,-0.400771,0.655076,-0.277627,Bad
-0.602454,-0.352612,-0.141137,-1.440598,-1.510868,0.206197,0.80066,-0.040016,-0.881525,-0.9906,-0.299187,Good
-0.183785,-0.71498,-0.219619,-1.203577,-0.536525,-0.718577,0.80066,0.087427,0.526433,-0.704981,-0.643223,Good
-1.368241,-0.427306,-0.792216,1.116829,-1.128966,-0.901989,-0.576356,0.177044,-0.153615,-0.726166,0.053201,Good
-1.891849,-0.485628,-0.904527,1.206646,-0.448986,-0.233311,-1.66176,-1.432174,-0.876852,-0.39615,-0.046083,Good
1.348564,-1.277574,-0.288769,0.93959,-0.544159,-1.259454,0.80066,-0.318255,-0.253565,-0.754744,-0.046002,Good
-1.535572,1.021715,1.868665,0.514633,1.086099,-0.594474,0.80066,1.732711,2.199134,1.382255,0.903474,Very Bad
2.285956,0.806143,1.090938,1.311574,1.251415,-0.342432,0.80066,0.228728,0.149277,0.36298,0.389635,Bad
0.657719,0.438433,-1.441965,-0.180427,-0.863031,-1.574645,-1.705644,0.492532,0.478457,-0.567426,-1.679794,Good
0.477905,-0.692246,-0.674333,0.467398,-0.847282,1.565698,0.80066,-0.915238,-1.663998,-0.805604,-0.079271,Good
0.444608,0.452486,-0.792251,-0.460641,-0.274537,-1.015826,0.80066,-0.391666,-0.342916,-0.681057,0.283094,Good
-0.365514,-0.415206,0.175301,-1.372151,-1.086981,0.409809,-1.187423,-0.209543,-1.508584,-0.978759,-0.233789,Good
0.288958,-0.708805,-1.38057,0.689531,-0.314001,1.565698,0.166003,0.043615,-1.393596,-1.022385,-0.503442,Good
-0.060222,1.277506,1.23952,1.525023,1.061379,-0.948226,-1.798405,0.794023,1.330434,1.179847,1.238031,Very Bad
0.682723,1.012613,0.385148,2.785301,0.707707,0.388204,0.069583,1.185538,0.386422,0.551143,0.70177,Bad
0.148239,-0.117501,-0.011204,0.211349,0.248838,0.176324,-2.155262,0.297672,1.773913,-0.007705,0.274155,Fair
-1.171653,-0.106846,-0.852855,-1.197421,-1.509225,-0.513786,0.80066,-1.608702,-0.789917,-0.622437,-0.315833,Good
-1.036426,-0.810792,-0.617683,-0.406841,-1.388771,-1.190264,-0.626463,0.794423,-0.286413,-1.060436,-1.678673,Good
-1.164772,0.238682,-0.622647,-0.296574,-1.411661,-0.947947,0.80066,-1.144783,-0.601338,-1.242777,-0.554453,Good
1.031018,-0.473219,-0.502185,0.041409,-0.438487,1.565698,0.80066,0.85158,-0.772155,-1.093991,-0.998043,Good
-0.204111,1.265451,1.688791,0.573786,0.97097,-0.746915,0.80066,0.879963,1.700071,0.737129,0.371445,Very Bad
-2.032872,-0.838616,-0.590829,0.203332,-1.960384,-0.587282,0.80066,-0.711328,-0.074445,-0.61052,-0.15146,Good
0.465639,-0.033555,-0.152929,0.960763,1.938606,-1.188443,0.530478,0.77836,1.057284,0.74407,1.466709,Bad
1.468702,-0.585047,-0.735981,0.00734,-1.851555,-0.861616,0.80066,-0.96857,-0.496875,-0.946498,0.165,Good
0.576536,-1.217866,-1.79023,-1.440598,-1.248895,0.471394,-0.497494,-2.277106,-0.960579,-1.743298,-0.710365,Very Good
-0.833682,-0.539555,-0.618623,0.155483,-0.287826,-1.412277,-0.167937,-0.560137,-0.067319,-0.755438,0.50792,Good
-1.577639,1.234579,0.678372,0.170134,-0.056068,-0.760595,-1.962304,0.747553,0.646856,-0.007993,0.54621,Bad
-0.099136,0.095478,-1.05612,0.352682,-0.22189,0.237636,0.80066,0.582003,-0.786376,-0.666858,-0.187345,Good
-0.332662,-0.76178,-1.263819,-0.585666,-1.259296,-1.116851,-1.169474,-1.310804,-0.189938,-0.935199,-0.980468,Good
-1.119049,-1.75144,-2.150335,0.02308,-0.939502,-0.716131,-1.592657,-0.586424,-1.274507,-1.208047,-1.738798,Very Good
0.39106,-1.428107,-1.622247,0.275555,-2.549703,-1.546237,0.210751,-1.037608,-0.39089,-1.236125,-0.515099,Very Good
1.817617,-0.644211,-1.121212,-0.357017,0.541726,0.118417,-0.849495,-0.451966,-0.20805,-0.733949,-1.743025,Good
0.14036,-0.653384,-0.707011,0.621629,-0.493556,-1.362025,-2.167798,0.195335,-0.42116,-0.579926,-1.24684,Good
-0.115495,-0.510601,-0.655564,-0.131128,-1.436637,0.070934,-2.016108,-0.830028,-0.638626,-0.946069,-0.459717,Good
-1.085669,-0.508574,-0.111732,-0.055508,-0.028881,0.593461,-1.814618,-0.369211,-0.437861,-0.240306,-0.902771,Good
1.74915,-0.004006,0.300199,-1.440598,1.822384,-1.233754,0.80066,1.245387,1.29939,0.857088,0.379186,Bad
0.148256,-0.045931,-0.001059,-1.253604,0.004445,-0.577284,0.80066,1.217244,-0.708247,0.423451,0.53454,Bad
-0.720143,-2.130418,-0.545547,-1.364229,-0.721716,0.738863,0.80066,-1.339705,-1.071082,-1.078034,-0.90996,Good
-0.039535,-0.456851,-1.206869,-0.088492,-1.020829,1.565698,0.80066,-1.408034,-0.478585,-0.988486,-0.899647,Very Good
0.332867,0.054941,-0.014758,1.22306,-1.0851,1.38161,0.80066,-0.579174,-0.247167,-1.153639,-0.352689,Good
0.089428,0.806593,-0.342488,-0.217381,-0.571898,-0.848385,0.80066,0.573667,-0.397456,0.212513,-0.922294,Fair
1.128153,-1.438714,0.042602,0.713233,-0.871637,-1.455756,-1.373556,-0.649181,0.257113,-0.837662,0.062024,Good
0.340281,-0.358463,-0.926074,0.597273,-0.8173,1.565698,-0.459195,-0.442361,-0.941554,-0.370882,-1.816557,Good
-0.316349,1.034373,1.89184,0.28916,0.361091,1.142833,0.80066,1.360475,-0.158853,0.567759,1.758103,Bad
0.308246,-0.949932,-0.713908,0.527428,-0.897543,0.251931,-2.091701,-0.729105,-0.528685,-1.515403,0.017298,Good
0.464587,-1.095787,-0.578988,0.052432,0.146778,-1.266211,0.63115,0.545695,-0.331777,-0.601941,0.391257,Good
-1.652952,-0.63773,-1.143596,-0.284848,-0.419224,-1.458384,0.536751,-2.073457,-1.674914,-1.276833,-0.507139,Very Good
1.460267,1.670625,0.015144,0.520076,-0.570113,-0.424901,0.80066,0.226907,0.43795,0.491537,0.485218,Bad
-0.381825,-0.649774,-0.577208,1.381936,-0.922902,0.183775,-0.788377,-1.435454,-0.44655,-1.206791,-1.06783,Good
-0.200005,-0.659627,-0.971939,0.295063,0.247919,-0.662596,0.80066,-0.409811,0.133103,-0.562352,-0.259959,Good
0.709703,0.01981,0.290603,0.242482,0.274564,0.154787,0.270491,0.52223,-0.205273,-0.310692,0.772873,Fair
1.161243,1.16877,1.790278,-0.827452,1.094904,-0.460998,0.055788,0.863951,1.046568,0.760487,0.237918,Very Bad
-0.967645,0.210652,-0.489439,1.321406,-0.285114,0.098406,-1.931334,-0.814151,0.535266,-0.934099,-0.341917,Good
0.673514,-0.518149,0.07754,-1.440598,-0.196894,-1.22895,0.80066,-0.944321,-0.701388,-0.043628,-1.187783,Fair
-0.489464,1.129162,0.258161,-1.440598,0.732949,1.565698,0.80066,2.136415,1.597708,1.212727,0.17719,Very Bad
2.241363,0.968358,1.110226,0.470278,0.545696,1.384259,0.80066,0.971628,1.80126,1.674366,0.242869,Very Bad
-0.975105,0.03528,-0.726768,-1.062922,0.164195,-0.963434,-0.735057,-0.792923,-0.44121,-1.088347,0.857865,Good
0.061705,-0.076987,-0.749224,1.075601,-0.838073,1.565698,-1.123622,0.615561,-0.513496,-0.341679,-1.325498,Good
-1.130003,-1.326156,-0.919145,-1.440598,-0.649818,1.565698,0.80066,-0.73186,-0.439924,-0.35771,0.029932,Good
2.09329,-0.365601,-0.813138,0.939317,-0.099056,-1.043626,-1.744836,-1.132603,-0.165309,-0.362656,0.866646,Good
-1.417895,-0.706642,-0.200721,0.666308,-0.823855,1.565698,0.80066,-0.968554,-0.523,-1.039978,0.2772,Good
0.48841,-0.790039,-0.883583,-0.081177,-0.280734,-0.39677,-0.455999,-1.069396,-1.431317,-0.858639,0.723338,Good
-0.899307,-0.100342,-0.961726,-1.440598,-0.904981,-1.59139,0.80066,-1.212151,-1.039747,-0.631155,0.705278,Good
-0.477205,-1.114911,-0.87749,-1.440598,-0.319746,-0.811835,0.80066,-0.950735,-0.615849,-0.420336,-0.362383,Good
0.294005,-0.889312,-0.978593,-0.007083,-0.759781,-0.600533,-0.242231,1.204579,-1.290895,-0.96139,-0.168523,Good
1.312427,-0.098784,-0.632841,-0.408761,-0.95495,-1.041548,0.80066,-1.290083,-0.796171,-0.157544,-0.00797,Good
1.438815,-0.522722,-0.266562,0.671257,-0.912815,1.565698,0.80066,-1.503801,-0.942244,-0.756756,-0.132013,Good
-1.800442,-0.752247,-0.51046,-0.207772,-0.596198,-0.225211,0.80066,-0.294018,0.164646,-0.206689,0.017447,Good
0.381771,-0.306052,-0.538587,-0.209933,1.151558,-0.034044,-0.66834,0.449299,1.524875,0.370518,1.959329,Bad
1.284647,-1.43468,-1.348919,-1.440598,-0.508126,-0.504222,0.80066,-0.512759,0.032374,-1.317004,-0.545316,Very Good
-1.843142,0.712174,-0.165886,0.724378,-1.080222,-1.478644,0.761653,-0.387885,-0.165842,-0.228393,-0.801578,Fair
0.202919,-1.195475,-0.048766,-0.871378,-0.813977,1.565698,0.80066,-1.075035,-0.200762,-0.284754,-0.046577,Good
